Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"New Test Of Men","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106226347/new-test-of-men,2.1,-1,Sport,5.11+,2,100,39.9937,-105.41847
Elanor,"Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756691/elanor,3.1,-1,Sport,5.11d,1,,39.9937,-105.41847
"Dark Knight","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105763143/dark-knight,2.1,-1,Sport,5.11d,1,50,39.9937,-105.41847
"Empire of the Fenceless","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756790/empire-of-the-fenceless,3.5,-1,Sport,5.12a,1,,39.9937,-105.41847
"White Men Can't Jump","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105752077/white-men-cant-jump,1.6,-1,Sport,5.12a/b,1,,39.9937,-105.41847
"Sad Batman","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/116993631/sad-batman,2.7,-1,Sport,5.12b,1,65,39.9937,-105.41847
Barbarians,"Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749692/barbarians,2.5,-1,Sport,5.12b,1,,39.9937,-105.41847
"Tell-Tale Heart","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748424/tell-tale-heart,3.5,-1,Sport,5.12b,1,,39.9937,-105.41847
"Trustafarian Panhandler","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/112186142/trustafarian-panhandler,3.4,-1,Sport,5.12,2,100,39.9937,-105.41847
"The Penguin","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764214/the-penguin,2.0,-1,Sport,5.12b/c,1,50,39.9937,-105.41847
Egg,"Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105832232/egg,2.6,-1,Sport,5.12c,1,45,39.9937,-105.41847
"Surrounded By Reality","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757576/surrounded-by-reality,1.8,-1,Sport,5.12c,1,100,39.9937,-105.41847
Furthermore,"Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/116993929/furthermore,2.0,-1,Sport,5.12+,1,80,39.9937,-105.41847
"Pterodactyl Traverse","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756994/pterodactyl-traverse,1.6,-1,Sport,5.12d,1,50,39.9937,-105.41847
Evermore,"Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757048/evermore,3.0,-1,Sport,5.12d,1,50,39.9937,-105.41847
"Chickenshit Armchair Environmentalist","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757894/chickenshit-armchair-environmentalist,2.3,-1,Sport,5.12d,1,110,39.9937,-105.41847
Catwoman,"Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750772/catwoman,1.9,-1,Sport,5.12d,1,,39.9937,-105.41847
"The Flying Beast","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750778/the-flying-beast,3.3,-1,Sport,5.12d,1,,39.9937,-105.41847
Nevermore,"Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757513/nevermore,3.5,-1,Sport,5.13a,1,50,39.9937,-105.41847
"Knappweed Herbicide (Part II)","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/117096065/knappweed-herbicide-part-ii,2.0,-1,Sport,5.13a,1,80,39.9937,-105.41847
"Dynamic Duel","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750775/dynamic-duel,1.7,-1,Sport,5.13-,1,,39.9937,-105.41847
"Can't Please Everyone","Garden Party Wall > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106193454/cant-please-everyone,1.8,-1,Sport,5.11-,1,51,40.0013,-105.3968
Topiary,"Garden Party Wall > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106193616/topiary,2.7,-1,Sport,5.11d,1,53,40.0013,-105.3968
"The Illusionist","Garden Party Wall > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106210104/the-illusionist,2.2,-1,Sport,5.12a,1,66,40.0013,-105.3968
"Sufferin' Succotash","The Wall of Voodoo > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756955/sufferin-succotash,1.5,-1,Sport,5.11d,1,50,40.00161,-105.38752
"Voodoo Child","The Wall of Voodoo > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/108417625/voodoo-child,2.5,-1,Sport,5.12a/b,1,,40.00161,-105.38752
"Social Justice Warrior (new name)","The Wall of Voodoo > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756952/social-justice-warrior-new-name,3.1,-1,Sport,5.12b,1,50,40.00161,-105.38752
"Hydraulic Sandwich","The Angel of Death (formerly known as The Beer Can) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761469/hydraulic-sandwich,2.3,-1,Sport,5.10b,1,105,39.9973,-105.4175
"The Angel of Death (formerly listed as Drink to Puke)","The Angel of Death (formerly known as The Beer Can) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761472/the-angel-of-death-formerly-listed-as-drink-to-puke,2.4,-1,Sport,5.10b,1,105,39.9973,-105.4175
"Icy Paralyzer","The Angel of Death (formerly known as The Beer Can) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761475/icy-paralyzer,2.2,-1,Sport,5.11a,1,105,39.9973,-105.4175
"Tall Talking Midget","Lion's Den > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105759234/tall-talking-midget,1.3,-1,Sport,5.12a,1,40,40.0032,-105.40961
Dexter,"Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106565030/dexter,1.0,-1,Sport,5.3,1,65,40.0025,-105.3974
"Nurse Jackie","Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106565026/nurse-jackie,1.5,-1,Sport,5.5,1,65,40.0025,-105.3974
Friends,"Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106564960/friends,2.1,-1,Sport,5.8,2,100,40.0025,-105.3974
Reunion,"Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106564976/reunion,2.1,-1,Sport,5.8,1,75,40.0025,-105.3974
"Rain Check","Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106564938/rain-check,2.5,-1,Sport,5.8+,1,90,40.0025,-105.3974
Loyalty,"Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106571828/loyalty,2.4,-1,Sport,5.9-,1,90,40.0025,-105.3974
"Summer Nights","Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106564985/summer-nights,2.0,-1,Sport,5.9-,1,70,40.0025,-105.3974
"Crack Where the Sun Don't Shine (retrobolted as Rain Check)","Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758128/crack-where-the-sun-dont-shine-retrobolted-as-rain-check,2.0,-1,Sport,"5.9- PG13",1,160,40.0025,-105.3974
"Lichenthrope aka Good Clean Fun","Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758125/lichenthrope-aka-good-clean-fun,2.0,-1,Sport,"5.9 R",1,100,40.0025,-105.3974
Firestarter,"Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106571850/firestarter,2.1,-1,Sport,5.10a,1,90,40.0025,-105.3974
Spooked,"Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106571875/spooked,2.4,-1,Sport,5.10a,1,90,40.0025,-105.3974
"Fire and Rain","Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106571860/fire-and-rain,2.1,-1,Sport,5.10b,1,90,40.0025,-105.3974
Erika,"Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106564995/erika,2.1,-1,Sport,5.10b,1,70,40.0025,-105.3974
Smallville,"Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106565008/smallville,2.0,-1,Sport,5.10b,1,70,40.0025,-105.3974
Thunderhead,"Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106565001/thunderhead,2.3,-1,Sport,5.10,1,70,40.0025,-105.3974
"Rain Delay (Whodathunkit, led prior to the bolts)","Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106571843/rain-delay-whodathunkit-led-prior-to-the-bolts,2.7,-1,Sport,5.10c,1,90,40.0025,-105.3974
"Quick Silver","Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106564989/quick-silver,2.4,-1,Sport,5.10c,1,70,40.0025,-105.3974
"Lightning Strike","Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106564948/lightning-strike,2.4,-1,Sport,5.11a/b,1,50,40.0025,-105.3974
"Full Respect","Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106571834/full-respect,2.3,-1,Sport,5.11d,1,90,40.0025,-105.3974
"The Ancient of Days","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107678593/the-ancient-of-days,2.8,-1,Sport,5.8,1,80,39.9788,-105.453
"Better You Than Me / Around the Corner","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107681459/better-you-than-me-around-the-corner,1.4,-1,Sport,5.8,1,,39.9788,-105.453
"Coming Up Roses","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/112001348/coming-up-roses,1.5,-1,Sport,5.9-,1,70,39.9788,-105.453
"Heat Wave","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/109210926/heat-wave,1.8,-1,Sport,5.10a,1,60,39.9788,-105.453
"Wyoming Prairie Dogs","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/109180206/wyoming-prairie-dogs,2.0,-1,Sport,5.10a,1,60,39.9788,-105.453
"Dirty Rose","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/114787913/dirty-rose,1.8,-1,Sport,5.10b,1,60,39.9788,-105.453
Axed,"Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/112776688/axed,2.2,-1,Sport,5.10b,1,60,39.9788,-105.453
"Grizzly Rose","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/109316087/grizzly-rose,2.3,-1,Sport,5.10c,1,50,39.9788,-105.453
"Short Sport Route","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/109210911/short-sport-route,1.2,-1,Sport,5.11a,1,30,39.9788,-105.453
"Big Tuna","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107681602/big-tuna,2.3,-1,Sport,5.11a,1,,39.9788,-105.453
"Steel Pulse","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/110337666/steel-pulse,2.4,-1,Sport,5.11c,1,60,39.9788,-105.453
"Yellow Tail","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106135320/yellow-tail,1.7,-1,Sport,5.11+,1,50,39.9788,-105.453
"Mind Yer Business","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/122410270/mind-yer-business,2.0,-1,Sport,5.11d,1,50,39.9788,-105.453
"Golden Rose","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762747/golden-rose,2.5,-1,Sport,5.12a,1,60,39.9788,-105.453
"Sick Puppy","Mountain Rose > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/110332073/sick-puppy,2.7,-1,Sport,5.12b,1,50,39.9788,-105.453
"Ground Swell","Mindless Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105759927/ground-swell,1.3,-1,"Trad, Sport",5.10,1,80,40.0024,-105.4102
"Aqua Regia","Mindless Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106154984/aqua-regia,1.6,-1,Sport,5.11a,1,,40.0024,-105.4102
"South Beach","Broken Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105765117/south-beach,1.9,-1,"Trad, Sport",5.10b,1,70,39.9792,-105.4542
Muad'Dib,"Broken Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105817156/muaddib,1.8,-1,Sport,5.10,1,50,39.9792,-105.4542
"White Trash","Broken Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105841176/white-trash,1.4,-1,"Trad, Sport",5.11b,1,65,39.9792,-105.4542
"Fit for Life","Broken Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105765045/fit-for-life,2.3,-1,Sport,5.12b,1,70,39.9792,-105.4542
"Blind Date","One Shoe Makes It Murder > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760377/blind-date,-1.0,-1,"Trad, Sport",5.11a,1,80,40.0024,-105.4102
"Russian Bride","One Shoe Makes It Murder > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760401/russian-bride,2.3,-1,Sport,5.11d,1,60,40.0024,-105.4102
"Kate Moss","Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760950/kate-moss,3.1,-1,Sport,5.10b,1,125,39.9966,-105.4147
Gyromancy,"Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760854/gyromancy,2.7,-1,Sport,5.11a,1,60,39.9966,-105.4147
"Smoke Down","Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105839969/smoke-down,2.0,-1,Sport,5.11a,1,40,39.9966,-105.4147
Consilience,"Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760851/consilience,3.5,-1,Sport,5.11b/c,1,110,39.9966,-105.4147
"F**k You","Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764175/fk-you,2.6,-1,Sport,5.11c,1,90,39.9966,-105.4147
"Bands of Gold","Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764172/bands-of-gold,1.8,-1,Sport,5.11d,1,100,39.9966,-105.4147
Dracula,"Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105832470/dracula,3.1,-1,Sport,5.12b,1,80,39.9966,-105.4147
"Pipe Dreams","Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764169/pipe-dreams,2.5,-1,Sport,5.12b,1,90,39.9966,-105.4147
"Caught in the Web","Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760548/caught-in-the-web,1.6,-1,Sport,5.12c,1,60,39.9966,-105.4147
Resonator,"Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105989981/resonator,2.2,-1,Sport,5.13a,1,45,39.9966,-105.4147
"Count Chocula","Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121055454/count-chocula,2.7,-1,Sport,5.13a,1,,39.9966,-105.4147
"Franken Berry","Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121778610/franken-berry,3.0,-1,Sport,5.13c,1,70,39.9966,-105.4147
Mordred,"Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106945277/mordred,3.4,-1,Sport,5.13d,1,100,39.9966,-105.4147
"Into the Mystic","Ledge One > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761244/into-the-mystic,1.4,-1,Sport,5.10a,1,100,39.99646,-105.41665
"Mystical Melange","Ledge One > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761388/mystical-melange,2.9,-1,Sport,5.10c,3,280,39.99646,-105.41665
"Jungle of Stone","South Pillar > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760908/jungle-of-stone,1.9,-1,"Trad, Sport",5.9,1,115,39.99607,-105.41633
"Black Rain","South Pillar > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761034/black-rain,2.5,-1,Sport,5.10-,1,115,39.99607,-105.41633
"Prince Charmer","Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762174/prince-charmer,0.9,-1,"Trad, Sport",5.9+,1,100,39.99654,-105.41685
"The Wave","Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762759/the-wave,1.3,-1,"Sport, Aid","5.10a A0",1,50,39.99654,-105.41685
Arcanum,"Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761253/arcanum,1.8,-1,"Trad, Sport",5.10a,2,175,39.99654,-105.41685
"Crack of Dawn","Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762879/crack-of-dawn,1.4,-1,"Trad, Sport",5.10b,2,160,39.99654,-105.41685
"Eight Miles High","Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761250/eight-miles-high,2.1,-1,Sport,5.10b,2,210,39.99654,-105.41685
"Sunlight Makes Me Paranoid","Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762831/sunlight-makes-me-paranoid,2.7,-1,Sport,5.10c,1,100,39.99654,-105.41685
"Immaculate Deception","Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762939/immaculate-deception,1.5,-1,"Trad, Sport",5.10c,2,180,39.99654,-105.41685
